gameID,TeamID,teamName,League,Season,Date,Time,Location,goalsScored,goalsCondeced,xGoals,shots,shotsOnTarget,deep,ppda,fouls,corners,yellowCards,redCards,result,probWin,HTGoals,managerStintID,managerName,nationality,club,from,until,durationInDays 
241,76,West Bromwich Albion,Premier League,2015,19/12/2015,19:00:00,h,1,2,0.698255002,7,2,3,16.5625,12,4,2,2,L,0.077399999,0,166,Tony Pulis,Wales,West Bromwich Albion,01-Jan-15,20-Nov-17,1054
241,73,Bournemouth,Premier League,2015,19/12/2015,19:00:00,a,2,1,1.891770005,16,6,3,8,9,8,1,0,W,0.718999982,0,13,Eddie Howe,England,Bournemouth,12-Oct-12,01-Aug-20,2850
242,82,Tottenham,Premier League,2015,19/12/2015,19:00:00,a,2,0,1.474529982,12,5,6,6.730800152,9,7,1,0,W,0.551100016,2,142,Mauricio Pochettino,Argentina,Tottenham,27-May-14,19-Nov-19,2002
242,74,Southampton,Premier League,2015,19/12/2015,19:00:00,h,0,2,0.833850026,11,4,5,4.244400024,18,4,1,0,L,0.178000003,0,114,Ronald Koeman,Netherlands,Southampton,16-Jun-14,14-Jun-16,729
243,85,Stoke,Premier League,2015,19/12/2015,19:00:00,h,1,2,2.414989948,26,5,6,8.086999893,6,7,2,0,L,0.476099998,0,118,Mark Hughes,Wales,Stoke,30-May-13,06-Jan-18,1682
243,78,Crystal Palace,Premier League,2015,19/12/2015,19:00:00,a,2,1,1.953469992,12,3,1,12.14290047,12,3,0,0,W,0.277099997,1,37,Alan Pardew,England,Crystal Palace,02-Jan-15,22-Dec-16,720
244,80,Chelsea,Premier League,2015,19/12/2015,19:00:00,h,3,1,3.020230055,17,7,23,5.884600163,12,2,1,0,W,0.81220001,2,24,Guus Hiddink,Netherlands,Chelsea,19-Dec-15,15-May-16,148
244,80,Chelsea,Premier League,2015,19/12/2015,19:00:00,h,3,1,3.020230055,17,7,23,5.884600163,12,2,1,0,W,0.81220001,2,25,Steve Holland,England,Chelsea,17-Dec-15,19-Dec-15,2
244,77,Sunderland,Premier League,2015,19/12/2015,19:00:00,a,1,3,1.235730052,11,3,4,10.93099976,12,2,3,0,L,0.054499999,0,123,Sam Allardyce,England,Sunderland,09-Oct-15,22-Jul-16,287
245,72,Everton,Premier League,2015,19/12/2015,19:00:00,h,2,3,1.489820004,13,5,9,8.800000191,6,10,2,0,L,0.194199994,1,48,Roberto Martinez,Spain,Everton,05-Jun-13,12-May-16,1072
245,75,Leicester,Premier League,2015,19/12/2015,19:00:00,a,3,2,2.029109955,10,5,6,8.36839962,14,2,1,0,W,0.520900011,1,70,Claudio Ranieri,Italy,Leicester,13-Jul-15,23-Feb-17,591
246,79,Norwich,Premier League,2015,19/12/2015,19:00:00,a,2,1,0.556896985,6,4,1,20.35709953,10,0,2,0,W,0.191799998,1,101,Alex Neil,Scotland,Norwich,09-Jan-15,10-Mar-17,791
246,89,Manchester United,Premier League,2015,19/12/2015,19:00:00,h,1,2,1.013939977,11,2,7,6.086999893,4,11,0,0,L,0.467299998,0,83,Louis van Gaal,Netherlands,Manchester United,14-Jul-14,23-May-16,679
247,86,Newcastle United,Premier League,2015,19/12/2015,21:30:00,h,1,1,1.281890035,8,4,6,10.85709953,9,3,1,0,D,0.63349998,1,96,Steve McClaren,England,Newcastle United,10-Jun-15,11-Mar-16,275
247,71,Aston Villa,Premier League,2015,19/12/2015,21:30:00,a,1,1,0.40437299,10,7,2,5.758600235,14,7,3,0,D,0.099200003,0,6,Remi Garde,France,Aston Villa,02-Nov-15,29-Mar-16,148
248,87,Liverpool,Premier League,2015,20/12/2015,17:30:00,a,0,3,0.376313001,12,4,9,4.31580019,9,9,0,0,L,0.0287,0,75,Jurgen Klopp,Germany,Liverpool,08-Oct-15,12-Apr-22,2375
248,90,Watford,Premier League,2015,20/12/2015,17:30:00,h,3,0,1.993360043,6,5,3,8.838700294,6,7,1,0,W,0.867299974,2,153,Quique Sanchez Flores,Spain,Watford,05-Jun-15,15-May-16,345
249,84,Swansea,Premier League,2015,20/12/2015,20:00:00,h,0,0,0.973378003,22,2,10,5.470600128,6,8,0,0,D,0.491299987,0,133,Alan Curtis,Wales,Swansea,09-Dec-15,18-Jan-16,40
249,81,West Ham,Premier League,2015,20/12/2015,20:00:00,a,0,0,0.401988,11,2,4,12.15149975,9,9,1,0,D,0.150700003,0,168,Slaven Bilic,Croatia,West Ham,09-Jun-15,06-Nov-17,881
250,83,Arsenal,Premier League,2015,22/12/2015,00:00:00,h,2,1,1.50109005,8,5,5,21.58819962,5,4,0,0,W,0.579900026,2,4,Arsene Wenger,France,Arsenal,01-Oct-96,13-May-18,7894
250,88,Manchester City,Premier League,2015,22/12/2015,00:00:00,a,1,2,0.769378006,20,6,10,5.794099808,16,8,2,0,L,0.159099996,0,80,Manuel Pellegrini,Chile,Manchester City,14-Jun-13,30-Jun-16,1112
251,85,Stoke,Premier League,2015,26/12/2015,16:45:00,h,2,0,1.182109952,13,3,4,10.09090042,13,1,1,0,W,0.309599996,2,118,Mark Hughes,Wales,Stoke,30-May-13,06-Jan-18,1682
251,89,Manchester United,Premier League,2015,26/12/2015,16:45:00,a,0,2,1.289610028,11,6,8,5.843800068,16,12,2,0,L,0.379400015,0,83,Louis van Gaal,Netherlands,Manchester United,14-Jul-14,23-May-16,679
252,84,Swansea,Premier League,2015,26/12/2015,19:00:00,h,1,0,1.21243,7,2,5,9.238100052,10,0,1,0,W,0.620700002,1,133,Alan Curtis,Wales,Swansea,09-Dec-15,18-Jan-16,40
252,76,West Bromwich Albion,Premier League,2015,26/12/2015,19:00:00,a,0,1,0.554583013,9,3,6,9.866700172,13,7,3,0,L,0.089699998,0,166,Tony Pulis,Wales,West Bromwich Albion,01-Jan-15,20-Nov-17,1054
253,82,Tottenham,Premier League,2015,26/12/2015,19:00:00,h,3,0,2.40666008,15,10,13,8.857099533,4,9,1,0,W,0.865499973,2,142,Mauricio Pochettino,Argentina,Tottenham,27-May-14,19-Nov-19,2002
253,79,Norwich,Premier League,2015,26/12/2015,19:00:00,a,0,3,0.452019006,11,3,4,10.5,13,4,2,0,L,0.028000001,0,101,Alex Neil,Scotland,Norwich,09-Jan-15,10-Mar-17,791
254,81,West Ham,Premier League,2015,26/12/2015,19:00:00,a,1,1,0.836027026,10,4,1,8.884599686,13,6,3,0,D,0.142000005,1,168,Slaven Bilic,Croatia,West Ham,09-Jun-15,06-Nov-17,881
254,71,Aston Villa,Premier League,2015,26/12/2015,19:00:00,h,1,1,1.612349987,15,8,7,7.227300167,14,9,3,0,D,0.585300028,0,6,Remi Garde,France,Aston Villa,02-Nov-15,29-Mar-16,148
255,78,Crystal Palace,Premier League,2015,26/12/2015,19:00:00,a,0,0,0.405180991,8,1,4,9.777799606,13,9,0,0,D,0.150000006,0,37,Alan Pardew,England,Crystal Palace,02-Jan-15,22-Dec-16,720
255,73,Bournemouth,Premier League,2015,26/12/2015,19:00:00,h,0,0,0.871394992,10,4,5,5.264699936,10,8,1,0,D,0.466399997,0,13,Eddie Howe,England,Bournemouth,12-Oct-12,01-Aug-20,2850
256,90,Watford,Premier League,2015,26/12/2015,19:00:00,a,2,2,1.667000055,12,2,1,9.892900467,15,4,4,0,D,0.267199993,1,153,Quique Sanchez Flores,Spain,Watford,05-Jun-15,15-May-16,345
256,80,Chelsea,Premier League,2015,26/12/2015,19:00:00,h,2,2,2.09355998,17,2,12,8.045499802,7,9,1,0,D,0.464700013,1,24,Guus Hiddink,Netherlands,Chelsea,19-Dec-15,15-May-16,148
257,75,Leicester,Premier League,2015,26/12/2015,19:00:00,a,0,1,0.505167007,7,3,5,16.41180038,8,6,1,0,L,0.120899998,0,70,Claudio Ranieri,Italy,Leicester,13-Jul-15,23-Feb-17,591
257,87,Liverpool,Premier League,2015,26/12/2015,19:00:00,h,1,0,1.379330039,26,5,10,3.730799913,11,7,2,0,W,0.601899981,0,75,Jurgen Klopp,Germany,Liverpool,08-Oct-15,12-Apr-22,2375
258,77,Sunderland,Premier League,2015,26/12/2015,19:00:00,a,1,4,1.081030011,11,3,2,17.25,11,1,1,0,L,0.026000001,0,123,Sam Allardyce,England,Sunderland,09-Oct-15,22-Jul-16,287
258,88,Manchester City,Premier League,2015,26/12/2015,19:00:00,h,4,1,3.518480062,19,9,10,5.965499878,10,5,1,0,W,0.898000002,3,80,Manuel Pellegrini,Chile,Manchester City,14-Jun-13,30-Jun-16,1112
259,72,Everton,Premier League,2015,26/12/2015,21:30:00,a,1,0,1.699229956,20,7,13,6.166699886,12,7,2,0,W,0.447699994,0,48,Roberto Martinez,Spain,Everton,05-Jun-13,12-May-16,1072
259,86,Newcastle United,Premier League,2015,26/12/2015,21:30:00,h,0,1,1.357110023,10,1,1,13.13640022,16,1,2,0,L,0.280999988,0,96,Steve McClaren,England,Newcastle United,10-Jun-15,11-Mar-16,275
260,83,Arsenal,Premier League,2015,26/12/2015,23:45:00,a,0,4,0.831059992,8,5,7,8.388899803,9,4,0,0,L,0.057999998,0,4,Arsene Wenger,France,Arsenal,01-Oct-96,13-May-18,7894
260,74,Southampton,Premier League,2015,26/12/2015,23:45:00,h,4,0,2.430299997,14,5,4,15.4762001,10,3,1,0,W,0.789600015,1,114,Ronald Koeman,Netherlands,Southampton,16-Jun-14,14-Jun-16,729
261,76,West Bromwich Albion,Premier League,2015,28/12/2015,19:00:00,h,1,0,2.103899956,22,5,11,6.133299828,7,18,0,0,W,0.787800014,0,166,Tony Pulis,Wales,West Bromwich Albion,01-Jan-15,20-Nov-17,1054
261,86,Newcastle United,Premier League,2015,28/12/2015,19:00:00,a,0,1,0.456189007,7,2,5,10.38459969,13,6,0,0,L,0.057399999,0,96,Steve McClaren,England,Newcastle United,10-Jun-15,11-Mar-16,275
262,90,Watford,Premier League,2015,28/12/2015,19:00:00,h,1,2,1.130110025,9,1,4,9.666700363,11,5,4,1,L,0.572799981,1,153,Quique Sanchez Flores,Spain,Watford,05-Jun-15,15-May-16,345
262,82,Tottenham,Premier League,2015,28/12/2015,19:00:00,a,2,1,0.527248025,10,3,2,4.620699883,13,3,2,0,W,0.118500002,1,142,Mauricio Pochettino,Argentina,Tottenham,27-May-14,19-Nov-19,2002
263,79,Norwich,Premier League,2015,28/12/2015,19:00:00,h,2,0,1.103189945,9,4,3,9.041700363,10,3,2,0,W,0.638599992,1,101,Alex Neil,Scotland,Norwich,09-Jan-15,10-Mar-17,791
263,71,Aston Villa,Premier League,2015,28/12/2015,19:00:00,a,0,2,0.235873997,6,3,0,5.666699886,21,7,5,0,L,0.068999998,0,6,Remi Garde,France,Aston Villa,02-Nov-15,29-Mar-16,148
264,78,Crystal Palace,Premier League,2015,28/12/2015,19:00:00,h,0,0,0.735185027,10,2,7,9.789500237,11,7,3,0,D,0.503499985,0,37,Alan Pardew,England,Crystal Palace,02-Jan-15,22-Dec-16,720
264,84,Swansea,Premier League,2015,28/12/2015,19:00:00,a,0,0,0.169424996,5,3,1,13.60000038,16,4,2,0,D,0.072099999,0,133,Alan Curtis,Wales,Swansea,09-Dec-15,18-Jan-16,40
265,72,Everton,Premier League,2015,28/12/2015,19:00:00,h,3,4,2.247200012,15,3,14,10.80000019,10,6,2,0,L,0.539799988,1,48,Roberto Martinez,Spain,Everton,05-Jun-13,12-May-16,1072
265,85,Stoke,Premier League,2015,28/12/2015,19:00:00,a,4,3,1.581590056,8,5,6,9.366700172,12,2,1,0,W,0.204099998,2,118,Mark Hughes,Wales,Stoke,30-May-13,06-Jan-18,1682
266,83,Arsenal,Premier League,2015,28/12/2015,21:30:00,h,2,0,3.129580021,13,6,11,11.0369997,7,9,2,0,W,0.948099971,1,4,Arsene Wenger,France,Arsenal,01-Oct-96,13-May-18,7894
266,73,Bournemouth,Premier League,2015,28/12/2015,21:30:00,a,0,2,0.343751997,10,3,8,9.967700005,8,3,0,0,L,0.0084,0,13,Eddie Howe,England,Bournemouth,12-Oct-12,01-Aug-20,2850
267,89,Manchester United,Premier League,2015,28/12/2015,21:30:00,h,0,0,1.352130055,12,2,7,5.0625,16,5,4,0,D,0.496399999,0,83,Louis van Gaal,Netherlands,Manchester United,14-Jul-14,23-May-16,679
267,80,Chelsea,Premier League,2015,28/12/2015,21:30:00,a,0,0,0.900029004,8,3,0,23.1875,6,3,2,0,D,0.196700007,0,24,Guus Hiddink,Netherlands,Chelsea,19-Dec-15,15-May-16,148
268,81,West Ham,Premier League,2015,28/12/2015,21:30:00,h,2,1,1.795619965,13,5,2,14.16670036,6,4,1,0,W,0.479400009,0,168,Slaven Bilic,Croatia,West Ham,09-Jun-15,06-Nov-17,881
268,74,Southampton,Premier League,2015,28/12/2015,21:30:00,a,1,2,1.370900035,14,3,8,6.18419981,12,7,3,0,L,0.249300003,1,114,Ronald Koeman,Netherlands,Southampton,16-Jun-14,14-Jun-16,729
269,75,Leicester,Premier League,2015,29/12/2015,23:45:00,h,0,0,0.810377002,11,4,4,11.5,11,1,1,0,D,0.152899995,0,70,Claudio Ranieri,Italy,Leicester,13-Jul-15,23-Feb-17,591
269,88,Manchester City,Premier League,2015,29/12/2015,23:45:00,a,0,0,1.667770028,21,5,13,4.64289999,8,13,3,0,D,0.601400018,0,80,Manuel Pellegrini,Chile,Manchester City,14-Jun-13,30-Jun-16,1112
270,87,Liverpool,Premier League,2015,30/12/2015,23:45:00,a,1,0,1.807430029,17,6,11,7.631599903,16,4,3,0,W,0.736500025,0,75,Jurgen Klopp,Germany,Liverpool,08-Oct-15,12-Apr-22,2375
270,77,Sunderland,Premier League,2015,30/12/2015,23:45:00,h,0,1,0.481550992,8,3,5,11.05259991,8,6,1,0,L,0.068800002,0,123,Sam Allardyce,England,Sunderland,09-Oct-15,22-Jul-16,287
271,87,Liverpool,Premier League,2015,02/01/2016,16:45:00,a,0,2,1.865910053,23,2,11,5.454500198,8,9,1,0,L,0.315299988,0,75,Jurgen Klopp,Germany,Liverpool,08-Oct-15,12-Apr-22,2375
271,81,West Ham,Premier League,2015,02/01/2016,16:45:00,h,2,0,2.067369938,18,10,3,11.63160038,11,3,1,0,W,0.421799988,1,168,Slaven Bilic,Croatia,West Ham,09-Jun-15,06-Nov-17,881
272,85,Stoke,Premier League,2015,02/01/2016,19:00:00,a,1,2,0.917526007,10,3,7,8.82349968,15,6,1,1,L,0.144800007,0,118,Mark Hughes,Wales,Stoke,30-May-13,06-Jan-18,1682
272,76,West Bromwich Albion,Premier League,2015,02/01/2016,19:00:00,h,2,1,1.723180056,17,5,9,10.5,7,4,1,0,W,0.591799974,0,166,Tony Pulis,Wales,West Bromwich Albion,01-Jan-15,20-Nov-17,1054
273,86,Newcastle United,Premier League,2015,02/01/2016,19:00:00,a,0,1,1.15339005,15,6,4,12.42860031,9,4,2,0,L,0.191599995,0,96,Steve McClaren,England,Newcastle United,10-Jun-15,11-Mar-16,275
273,83,Arsenal,Premier League,2015,02/01/2016,19:00:00,h,1,0,1.930250049,15,3,18,7.513500214,10,7,2,0,W,0.58069998,0,4,Arsene Wenger,France,Arsenal,01-Oct-96,13-May-18,7894
274,73,Bournemouth,Premier League,2015,02/01/2016,19:00:00,a,0,0,1.259299994,9,0,3,11.09519958,5,1,1,1,D,0.129199997,0,13,Eddie Howe,England,Bournemouth,12-Oct-12,01-Aug-20,2850
274,75,Leicester,Premier League,2015,02/01/2016,19:00:00,h,0,0,2.285059929,16,2,5,10.19229984,9,7,1,0,D,0.648400009,0,70,Claudio Ranieri,Italy,Leicester,13-Jul-15,23-Feb-17,591
275,89,Manchester United,Premier League,2015,02/01/2016,19:00:00,h,2,1,1.742660046,19,6,10,10,14,4,2,0,W,0.683600008,0,83,Louis van Gaal,Netherlands,Manchester United,14-Jul-14,23-May-16,679
275,84,Swansea,Premier League,2015,02/01/2016,19:00:00,a,1,2,0.542907,9,4,3,13.8888998,10,2,1,0,L,0.093199998,0,133,Alan Curtis,Wales,Swansea,09-Dec-15,18-Jan-16,40
276,79,Norwich,Premier League,2015,02/01/2016,19:00:00,h,1,0,1.505089998,10,1,4,22.18180084,9,4,1,0,W,0.529100001,0,101,Alex Neil,Scotland,Norwich,09-Jan-15,10-Mar-17,791
276,74,Southampton,Premier League,2015,02/01/2016,19:00:00,a,0,1,0.932294011,10,4,10,8.888899803,7,9,0,1,L,0.193700001,0,114,Ronald Koeman,Netherlands,Southampton,16-Jun-14,14-Jun-16,729
277,77,Sunderland,Premier League,2015,02/01/2016,19:00:00,h,3,1,0.761224985,13,5,6,11.17389965,8,3,3,0,W,0.443199992,1,123,Sam Allardyce,England,Sunderland,09-Oct-15,22-Jul-16,287
277,71,Aston Villa,Premier League,2015,02/01/2016,19:00:00,a,1,3,0.27956,8,3,1,9.636400223,13,3,4,0,L,0.126499996,0,6,Remi Garde,France,Aston Villa,02-Nov-15,29-Mar-16,148
278,88,Manchester City,Premier League,2015,02/01/2016,21:30:00,a,2,1,0.692053974,16,5,9,7.875,10,5,0,0,W,0.2403,0,80,Manuel Pellegrini,Chile,Manchester City,14-Jun-13,30-Jun-16,1112
278,90,Watford,Premier League,2015,02/01/2016,21:30:00,h,1,2,0.985368013,12,4,5,6.827600002,6,4,1,0,L,0.4296,0,153,Quique Sanchez Flores,Spain,Watford,05-Jun-15,15-May-16,345
279,80,Chelsea,Premier League,2015,03/01/2016,17:30:00,a,3,0,2.374700069,10,4,5,8.079999924,15,7,0,0,W,0.856299996,1,24,Guus Hiddink,Netherlands,Chelsea,19-Dec-15,15-May-16,148
279,78,Crystal Palace,Premier League,2015,03/01/2016,17:30:00,h,0,3,0.546499014,8,4,5,10.73330021,12,5,3,0,L,0.0296,0,37,Alan Pardew,England,Crystal Palace,02-Jan-15,22-Dec-16,720
280,82,Tottenham,Premier League,2015,03/01/2016,20:00:00,a,1,1,0.759069979,19,4,6,6.076900005,11,4,2,0,D,0.322699994,1,142,Mauricio Pochettino,Argentina,Tottenham,27-May-14,19-Nov-19,2002
280,72,Everton,Premier League,2015,03/01/2016,20:00:00,h,1,1,0.721602976,12,3,4,20.35289955,8,4,1,0,D,0.306400001,1,48,Roberto Martinez,Spain,Everton,05-Jun-13,12-May-16,1072
281,86,Newcastle United,Premier League,2015,12/01/2016,23:45:00,h,3,3,1.813040018,14,6,11,7.884600163,10,5,1,0,D,0.245199993,1,96,Steve McClaren,England,Newcastle United,10-Jun-15,11-Mar-16,275
281,89,Manchester United,Premier League,2015,12/01/2016,23:45:00,a,3,3,2.362159967,12,4,8,12.95829964,12,3,3,0,D,0.508599997,2,83,Louis van Gaal,Netherlands,Manchester United,14-Jul-14,23-May-16,679
282,78,Crystal Palace,Premier League,2015,12/01/2016,23:45:00,a,0,1,0.547913015,9,1,1,7.285699844,9,0,1,0,L,0.287999988,0,37,Alan Pardew,England,Crystal Palace,02-Jan-15,22-Dec-16,720
282,71,Aston Villa,Premier League,2015,12/01/2016,23:45:00,h,1,0,0.551972985,13,3,6,10.45829964,15,9,2,0,W,0.275700003,0,6,Remi Garde,France,Aston Villa,02-Nov-15,29-Mar-16,148
283,73,Bournemouth,Premier League,2015,12/01/2016,23:45:00,h,1,3,0.72954601,11,4,2,8.034500122,8,4,1,0,L,0.189899996,1,13,Eddie Howe,England,Bournemouth,12-Oct-12,01-Aug-20,2850
283,81,West Ham,Premier League,2015,12/01/2016,23:45:00,a,3,1,1.184550047,10,5,6,9.761899948,5,7,1,0,W,0.4736,0,168,Slaven Bilic,Croatia,West Ham,09-Jun-15,06-Nov-17,881
284,90,Watford,Premier League,2015,13/01/2016,23:45:00,a,0,2,0.115429997,4,1,1,14.73330021,11,1,2,0,L,0.017200001,0,153,Quique Sanchez Flores,Spain,Watford,05-Jun-15,15-May-16,345
284,74,Southampton,Premier League,2015,13/01/2016,23:45:00,h,2,0,1.72239995,15,7,4,9.161299706,9,8,1,0,W,0.823700011,1,114,Ronald Koeman,Netherlands,Southampton,16-Jun-14,14-Jun-16,729
285,85,Stoke,Premier League,2015,13/01/2016,23:45:00,h,3,1,1.244560003,14,4,8,5.151500225,5,7,0,0,W,0.699500024,0,118,Mark Hughes,Wales,Stoke,30-May-13,06-Jan-18,1682
285,79,Norwich,Premier League,2015,13/01/2016,23:45:00,a,1,3,0.193728,5,2,4,32.07690048,8,3,1,1,L,0.0473,0,101,Alex Neil,Scotland,Norwich,09-Jan-15,10-Mar-17,791
286,84,Swansea,Premier League,2015,13/01/2016,23:45:00,h,2,4,1.065260053,10,5,7,17.53849983,9,8,2,1,L,0.0471,2,133,Alan Curtis,Wales,Swansea,09-Dec-15,18-Jan-16,40
286,77,Sunderland,Premier League,2015,13/01/2016,23:45:00,a,4,2,2.490570068,7,4,8,11.47830009,12,6,0,0,W,0.791400015,1,123,Sam Allardyce,England,Sunderland,09-Oct-15,22-Jul-16,287
287,80,Chelsea,Premier League,2015,13/01/2016,23:45:00,h,2,2,1.385319948,14,2,7,6.736800194,13,7,3,0,D,0.570599973,1,24,Guus Hiddink,Netherlands,Chelsea,19-Dec-15,15-May-16,148
287,76,West Bromwich Albion,Premier League,2015,13/01/2016,23:45:00,a,2,2,0.704262972,13,5,4,12.60000038,8,7,3,0,D,0.157000005,1,166,Tony Pulis,Wales,West Bromwich Albion,01-Jan-15,20-Nov-17,1054
288,88,Manchester City,Premier League,2015,13/01/2016,23:45:00,h,0,0,1.449569941,22,5,17,14.09519958,5,12,0,0,D,0.666899979,0,80,Manuel Pellegrini,Chile,Manchester City,14-Jun-13,30-Jun-16,1112
288,72,Everton,Premier League,2015,13/01/2016,23:45:00,a,0,0,0.369547993,7,2,7,23.55559921,6,5,1,0,D,0.081500001,0,48,Roberto Martinez,Spain,Everton,05-Jun-13,12-May-16,1072
289,87,Liverpool,Premier League,2015,14/01/2016,00:00:00,h,3,3,1.162220001,22,6,12,8.636400223,9,9,2,0,D,0.136500001,2,75,Jurgen Klopp,Germany,Liverpool,08-Oct-15,12-Apr-22,2375
289,83,Arsenal,Premier League,2015,14/01/2016,00:00:00,a,3,3,2.229120016,14,5,7,12.0454998,7,3,0,0,D,0.665300012,2,4,Arsene Wenger,France,Arsenal,01-Oct-96,13-May-18,7894
290,75,Leicester,Premier League,2015,14/01/2016,00:00:00,a,1,0,0.588707983,10,2,4,10.09090042,10,8,0,0,W,0.168799996,0,70,Claudio Ranieri,Italy,Leicester,13-Jul-15,23-Feb-17,591
290,82,Tottenham,Premier League,2015,14/01/2016,00:00:00,h,0,1,1.230100036,21,5,7,4.880000114,13,16,1,0,L,0.526799977,0,142,Mauricio Pochettino,Argentina,Tottenham,27-May-14,19-Nov-19,2002
291,82,Tottenham,Premier League,2015,16/01/2016,16:45:00,h,4,1,2.025789976,26,11,10,8.666700363,8,11,0,0,W,0.754499972,1,142,Mauricio Pochettino,Argentina,Tottenham,27-May-14,19-Nov-19,2002
291,77,Sunderland,Premier League,2015,16/01/2016,16:45:00,a,1,4,0.617305994,5,2,3,15.47369957,13,3,2,0,L,0.064999998,1,123,Sam Allardyce,England,Sunderland,09-Oct-15,22-Jul-16,287
292,78,Crystal Palace,Premier League,2015,16/01/2016,19:00:00,a,0,4,0.613339007,9,3,3,8.5,11,6,2,0,L,0.085299999,0,37,Alan Pardew,England,Crystal Palace,02-Jan-15,22-Dec-16,720
292,88,Manchester City,Premier League,2015,16/01/2016,19:00:00,h,4,0,1.740249991,17,4,10,5.717899799,10,5,0,0,W,0.697399974,2,80,Manuel Pellegrini,Chile,Manchester City,14-Jun-13,30-Jun-16,1112
293,86,Newcastle United,Premier League,2015,16/01/2016,19:00:00,h,2,1,1.842610002,23,10,10,9.035699844,9,3,1,0,W,0.565999985,2,96,Steve McClaren,England,Newcastle United,10-Jun-15,11-Mar-16,275
293,81,West Ham,Premier League,2015,16/01/2016,19:00:00,a,1,2,1.082479954,10,3,4,11.20829964,4,3,0,0,L,0.191499993,0,168,Slaven Bilic,Croatia,West Ham,09-Jun-15,06-Nov-17,881
294,76,West Bromwich Albion,Premier League,2015,16/01/2016,19:00:00,a,0,3,0.410757005,10,0,7,13,11,3,0,0,L,0.067400001,0,166,Tony Pulis,Wales,West Bromwich Albion,01-Jan-15,20-Nov-17,1054
294,74,Southampton,Premier League,2015,16/01/2016,19:00:00,h,3,0,1.426229954,9,5,5,9.882399559,10,1,0,0,W,0.708899975,2,114,Ronald Koeman,Netherlands,Southampton,16-Jun-14,14-Jun-16,729
295,72,Everton,Premier League,2015,16/01/2016,19:00:00,a,3,3,1.589100003,9,4,4,17.1053009,5,4,1,0,D,0.157800004,0,48,Roberto Martinez,Spain,Everton,05-Jun-13,12-May-16,1072
295,80,Chelsea,Premier League,2015,16/01/2016,19:00:00,h,3,3,2.448640108,14,7,10,7.731699944,12,6,1,0,D,0.608399987,0,24,Guus Hiddink,Netherlands,Chelsea,19-Dec-15,15-May-16,148
296,79,Norwich,Premier League,2015,16/01/2016,19:00:00,a,0,3,0.595471978,10,3,1,8.181799889,13,3,1,0,L,0.033100002,0,101,Alex Neil,Scotland,Norwich,09-Jan-15,10-Mar-17,791
296,73,Bournemouth,Premier League,2015,16/01/2016,19:00:00,h,3,0,2.530859947,15,7,3,9.454500198,8,5,1,0,W,0.861500025,1,13,Eddie Howe,England,Bournemouth,12-Oct-12,01-Aug-20,2850
297,75,Leicester,Premier League,2015,16/01/2016,21:30:00,a,1,1,2.215250015,12,5,5,9.846199989,15,4,2,0,D,0.809099972,1,70,Claudio Ranieri,Italy,Leicester,13-Jul-15,23-Feb-17,591
297,71,Aston Villa,Premier League,2015,16/01/2016,21:30:00,h,1,1,0.665386021,14,5,8,10.84210014,13,3,3,0,D,0.050999999,0,6,Remi Garde,France,Aston Villa,02-Nov-15,29-Mar-16,148
298,87,Liverpool,Premier League,2015,17/01/2016,18:05:00,h,0,1,0.952974021,19,4,9,9.478300095,6,5,0,0,L,0.379000008,0,75,Jurgen Klopp,Germany,Liverpool,08-Oct-15,12-Apr-22,2375
298,89,Manchester United,Premier League,2015,17/01/2016,18:05:00,a,1,0,0.715703011,7,1,2,7.709700108,18,4,2,0,W,0.259200007,0,83,Louis van Gaal,Netherlands,Manchester United,14-Jul-14,23-May-16,679
299,83,Arsenal,Premier League,2015,17/01/2016,20:15:00,a,0,0,0.585841,8,3,7,9.333299637,10,6,0,0,D,0.298999995,0,4,Arsene Wenger,France,Arsenal,01-Oct-96,13-May-18,7894
299,85,Stoke,Premier League,2015,17/01/2016,20:15:00,h,0,0,0.546878994,14,6,1,8.899999619,16,6,0,0,D,0.2667,0,118,Mark Hughes,Wales,Stoke,30-May-13,06-Jan-18,1682
300,84,Swansea,Premier League,2015,19/01/2016,00:00:00,h,1,0,0.474034995,10,2,4,9.199999809,8,6,2,0,W,0.249500006,1,135,Francesco Guidolin,Italy,Swansea,18-Jan-16,03-Oct-16,259
300,90,Watford,Premier League,2015,19/01/2016,00:00:00,a,0,1,0.525478005,13,2,4,8.774200439,11,3,2,0,L,0.287200004,0,153,Quique Sanchez Flores,Spain,Watford,05-Jun-15,15-May-16,345
301,87,Liverpool,Premier League,2015,23/01/2016,16:45:00,a,5,4,1.449429989,13,7,8,7.782599926,14,3,1,0,W,0.4551,1,75,Jurgen Klopp,Germany,Liverpool,08-Oct-15,12-Apr-22,2375
301,79,Norwich,Premier League,2015,23/01/2016,16:45:00,h,4,5,1.034319997,6,5,8,8.178600311,10,3,0,0,L,0.223299995,2,101,Alex Neil,Scotland,Norwich,09-Jan-15,10-Mar-17,791
302,78,Crystal Palace,Premier League,2015,23/01/2016,19:00:00,h,1,3,0.930791974,11,3,2,8.566699982,11,3,2,0,L,0.177100003,1,37,Alan Pardew,England,Crystal Palace,02-Jan-15,22-Dec-16,720
